Key,Hidden_Gem_Score,IMDb_Score,Rotten_Tomatoes_Score,Metacritic_Score,Title,Release Date,Box_Office_Earnings
7528,31.0,62.0,63.0,62.0,The Five-Year Engagement,2012-04-27,28835528.0
7531,18.0,49.0,20.0,38.0,The Flintstones,1994-05-27,130531208.0
7532,44.0,76.0,96.0,92.0,The Florida Project,2017-11-10,5904366.0
7533,68.0,65.0,64.0,67.0,The Flower of Evil,2003-02-19,182163.0
7534,38.0,70.0,83.0,75.0,The Flower of My Secret,1996-03-08,1104622.0
7537,31.0,66.0,63.0,57.0,The Forbidden Kingdom,2008-04-18,52075270.0
7539,32.0,70.0,65.0,55.0,The Foreigner,2017-10-13,34393507.0
7541,15.0,48.0,10.0,34.0,The Forest,2016-01-08,26594261.0
7548,36.0,72.0,81.0,66.0,The Founder,2017-01-20,12786053.0
7552,31.0,71.0,64.0,52.0,The Frighteners,1996-07-19,16759216.0
7553,53.0,74.0,67.0,59.0,The Front Line,2011-07-20,11018.0
7554,30.0,61.0,59.0,61.0,The Front Runner,2018-11-21,2000105.0
7555,43.0,78.0,96.0,87.0,The Fugitive,1993-08-06,183875760.0
7559,27.0,61.0,44.0,55.0,The Gambler,2014-12-25,33680992.0
7562,22.0,64.0,21.0,47.0,The Generals Daughter,1999-06-18,102705852.0
7564,50.0,67.0,75.0,62.0,The German Doctor,2014-04-25,418392.0
7571,26.0,65.0,44.0,48.0,The Girl on the Train,2016-10-07,75395035.0
7575,39.0,78.0,87.0,71.0,The Girl with the Dragon Tattoo,2011-12-21,102515793.0
7576,25.0,65.0,35.0,47.0,The Giver,2014-08-15,45090374.0
7577,30.0,72.0,52.0,56.0,The Glass Castle,2017-08-11,17273059.0
7578,19.0,58.0,21.0,34.0,The Glass House,2001-09-14,18150259.0
7579,48.0,92.0,98.0,100.0,The Godfather,1972-03-24,134966411.0
7580,46.0,90.0,98.0,90.0,The Godfather: Part II,1974-12-18,47834595.0
7581,34.0,76.0,68.0,60.0,The Godfather: Part III,1990-12-25,66761392.0
7583,20.0,60.0,23.0,37.0,The Golden Child,1986-12-12,79817937.0
7585,21.0,63.0,24.0,40.0,The Goldfinch,2019-09-13,5332621.0
7589,31.0,66.0,63.0,55.0,The Good Liar,2019-11-15,17156058.0
7591,30.0,67.0,55.0,61.0,The Good Shepherd,2006-12-22,59952835.0
7592,46.0,88.0,97.0,90.0,"The Good, the Bad and the Ugly",1967-12-29,25100000.0
7593,37.0,73.0,82.0,69.0,"The Good, the Bad, the Weird",2008-07-17,128486.0
7594,36.0,78.0,76.0,62.0,The Goonies,1985-06-07,63192596.0
7601,43.0,81.0,92.0,88.0,The Grand Budapest Hotel,2014-03-28,59301324.0
7602,36.0,66.0,78.0,73.0,The Grandmaster,2013-08-30,6594959.0
7605,42.0,78.0,91.0,86.0,The Great Beauty,2014-03-14,2852400.0
7613,29.0,72.0,48.0,55.0,The Great Gatsby,2013-05-10,144840419.0
7621,30.0,76.0,57.0,48.0,The Greatest Showman,2017-12-20,174340174.0
7622,23.0,58.0,44.0,39.0,The Green Hornet,2011-01-14,98780042.0
7623,21.0,53.0,38.0,38.0,The Green Inferno,2015-09-25,7192291.0
7624,38.0,86.0,78.0,61.0,The Green Mile,1999-12-10,136801374.0
7628,25.0,59.0,40.0,49.0,The Grudge,2004-10-22,110359362.0
7629,16.0,51.0,12.0,33.0,The Grudge 2,2006-10-13,39143839.0
7633,39.0,67.0,91.0,76.0,The Guest,2014-09-05,332890.0
7634,39.0,67.0,91.0,76.0,The Guest,2014-09-05,332890.0
7635,24.0,57.0,37.0,50.0,The Guilt Trip,2012-12-19,37134215.0
7636,19.0,58.0,16.0,39.0,The Gunman,2015-03-20,10664749.0
7639,76.0,63.0,73.0,60.0,The Guys,2003-11-20,21366.0
7642,43.0,81.0,95.0,84.0,The Handmaiden,2016-06-01,2006788.0
7643,38.0,77.0,78.0,73.0,The Hangover,2009-06-05,277322503.0
7644,24.0,65.0,33.0,44.0,The Hangover: Part II,2011-05-26,254464305.0
7645,18.0,58.0,20.0,30.0,The Hangover: Part III,2013-05-23,112200072.0
7646,17.0,50.0,17.0,34.0,The Happening,2008-06-13,64506874.0
7647,18.0,54.0,24.0,27.0,The Happytime Murders,2018-08-24,20706452.0
7648,37.0,78.0,74.0,68.0,The Hateful Eight,2015-12-30,54117416.0
7649,37.0,78.0,74.0,68.0,The Hateful Eight: Extended Version,2015-12-30,54117416.0
7651,18.0,50.0,16.0,42.0,The Haunting,1999-07-23,91411151.0
7655,22.0,58.0,29.0,46.0,The Heartbreak Kid,2007-10-05,36787257.0
7656,32.0,66.0,66.0,60.0,The Heat,2013-06-28,159582188.0
7657,36.0,80.0,76.0,62.0,The Help,2011-08-10,169708112.0
7660,43.0,65.0,78.0,61.0,The Hero,2017-06-09,4077333.0
7665,28.0,64.0,52.0,52.0,The Hills Have Eyes,2006-03-10,41778863.0
7666,77.0,72.0,95.0,67.0,The History of Future Folk,2013-05-31,17646.0
7668,34.0,56.0,83.0,63.0,The Hole in the Ground,2019-02-26,21072.0
7669,28.0,69.0,49.0,52.0,The Holiday,2006-12-08,63224849.0
7671,28.0,66.0,47.0,53.0,The Hollars,2016-08-26,1016985.0
7674,36.0,66.0,80.0,68.0,The Homesman,2014-05-18,2429989.0
7677,42.0,71.0,93.0,85.0,The Host,2007-03-30,2201923.0
7678,18.0,56.0,20.0,30.0,The House,2017-06-30,25584504.0
7681,25.0,55.0,43.0,55.0,The House Bunny,2008-08-22,48237389.0
7685,28.0,68.0,59.0,42.0,The House That Jack Built,2018-10-17,258106.0
7686,30.0,61.0,65.0,57.0,The House with a Clock in Its Walls,2018-09-21,68549695.0
7689,29.0,62.0,57.0,58.0,The Hummingbird Project,2019-03-22,371784.0
7690,33.0,73.0,68.0,55.0,The Hundred-Foot Journey,2014-08-08,54240821.0
7691,37.0,72.0,84.0,68.0,The Hunger Games,2012-03-23,408010692.0
7692,40.0,75.0,90.0,76.0,The Hunger Games: Catching Fire,2013-11-22,424668047.0
7693,33.0,66.0,68.0,64.0,The Hunger Games: Mockingjay - Part 1,2014-11-21,337135885.0
7694,33.0,66.0,69.0,65.0,The Hunger Games: Mockingjay - Part 2,2015-11-20,281723902.0
7696,42.0,83.0,93.0,77.0,The Hunt,2013-01-10,613308.0
7697,37.0,76.0,89.0,58.0,The Hunt for Red October,1990-03-02,122012643.0
7698,22.0,51.0,47.0,35.0,The Hurricane Heist,2018-03-09,6115825.0
7699,45.0,75.0,97.0,95.0,The Hurt Locker,2009-07-31,17017811.0
7701,17.0,54.0,13.0,35.0,The Hustle,2019-05-10,35417038.0
7702,32.0,68.0,66.0,60.0,The Iceman,2013-05-02,1969193.0
7703,37.0,71.0,83.0,67.0,The Ides of March,2011-10-07,40962534.0
7706,40.0,80.0,89.0,73.0,The Imitation Game,2014-12-25,91125683.0
7707,38.0,66.0,85.0,77.0,The Immigrant,2014-05-23,2025328.0
7708,38.0,76.0,81.0,73.0,The Impossible,2013-01-04,19019882.0
7711,27.0,67.0,53.0,44.0,The Inbetweeners Movie,2011-08-17,36000.0
7712,24.0,59.0,38.0,44.0,The Incredible Burt Wonderstone,2013-03-15,22537881.0
7713,32.0,67.0,67.0,61.0,The Incredible Hulk,2008-06-13,134806913.0
7715,32.0,60.0,73.0,58.0,The Indian in the Cupboard,1995-07-14,35656131.0
7716,35.0,70.0,72.0,66.0,The Infiltrator,2016-07-13,15436808.0
7717,35.0,64.0,79.0,66.0,The Informant!,2009-09-18,33316821.0
7719,31.0,66.0,62.0,61.0,The Informer,2019-08-30,300460.0
7721,23.0,58.0,33.0,46.0,The In-Laws,2003-05-23,20453431.0
7722,23.0,58.0,33.0,46.0,The In-Laws,2003-05-23,20453431.0
7729,30.0,71.0,59.0,51.0,The Intern,2015-09-25,75764672.0
7730,29.0,65.0,58.0,52.0,The International,2009-02-13,25450527.0
7731,30.0,64.0,57.0,62.0,The Interpreter,2005-04-22,72708161.0
7732,28.0,65.0,51.0,52.0,The Interview,2014-12-24,6105175.0
7733,36.0,85.0,75.0,57.0,The Intouchables,2011-11-02,10198820.0
7734,21.0,56.0,33.0,39.0,The Intruder,2019-05-03,35419122.0
7735,20.0,59.0,19.0,45.0,The Invasion,2007-08-17,15074191.0
7736,30.0,64.0,56.0,58.0,The Invention of Lying,2009-10-02,18451251.0
7737,20.0,62.0,20.0,36.0,The Invisible,2007-04-27,20578909.0
7742,38.0,66.0,89.0,74.0,The Invitation,2016-04-08,231737.0
7745,43.0,80.0,96.0,85.0,The Iron Giant,1999-08-06,23159305.0
7747,28.0,64.0,52.0,54.0,The Iron Lady,2012-01-13,30017992.0
7748,28.0,64.0,52.0,54.0,The Iron Lady,2012-01-13,30017992.0
7752,26.0,68.0,40.0,50.0,The Island,2005-07-22,35818913.0
7755,35.0,70.0,73.0,68.0,The Italian Job,2003-05-30,106128601.0
7757,20.0,64.0,23.0,36.0,The Jackal,1997-11-14,54930280.0
7758,27.0,62.0,48.0,53.0,The Jewel of the Nile,1985-12-11,75973200.0
7762,28.0,74.0,49.0,48.0,The Judge,2014-10-10,47119388.0
7765,37.0,73.0,89.0,60.0,The Karate Kid,1984-06-22,91077276.0
7766,31.0,62.0,66.0,61.0,The Karate Kid,2010-06-11,176591618.0
7767,27.0,61.0,45.0,55.0,The Karate Kid Part II,1986-06-20,115103979.0
7768,17.0,53.0,15.0,36.0,The Karate Kid Part III,1989-06-30,38956288.0
7771,41.0,70.0,92.0,86.0,The Kids Are All Right,2010-07-30,20811365.0
7775,37.0,70.0,80.0,73.0,The Killing of a Sacred Deer,2017-11-03,2291901.0
7786,29.0,70.0,51.0,56.0,The Kingdom,2007-09-28,47536778.0
7787,44.0,80.0,94.0,88.0,The Kings Speech,2010-12-25,138797449.0
7791,19.0,55.0,24.0,35.0,The Kitchen,2019-08-09,12180032.0
7793,34.0,76.0,65.0,61.0,The Kite Runner,2008-01-11,15800078.0
7797,38.0,67.0,89.0,70.0,The Lady in the Van,2016-02-26,10021175.0
7798,26.0,68.0,35.0,52.0,The Lake House,2006-06-16,52330111.0
7799,73.0,64.0,70.0,50.0,The Land,2016-08-04,43756.0
7802,11.0,40.0,5.0,20.0,The Last Airbender,2010-07-01,131772187.0
7805,41.0,73.0,92.0,83.0,The Last Black Man in San Francisco,2019-06-07,4515719.0
7806,27.0,70.0,52.0,43.0,The Last Castle,2001-10-19,18244060.0
7809,15.0,40.0,15.0,35.0,The Last Exorcism Part II,2013-03-01,15179302.0
7811,40.0,68.0,59.0,51.0,The Last Full Measure,2020-01-24,2949212.0
7812,25.0,65.0,43.0,42.0,The Last House on the Left,2009-03-13,32752215.0
7816,44.0,69.0,73.0,65.0,The Last Kiss,2001-02-02,1048950.0
7824,33.0,77.0,66.0,55.0,The Last Samurai,2003-12-05,111127263.0
7825,79.0,60.0,74.0,60.0,The Last Sentence,2014-06-20,62506.0
7827,57.0,56.0,62.0,47.0,The Last Shot,2004-11-05,464275.0
7828,30.0,63.0,61.0,54.0,The Last Stand,2013-01-18,12050299.0
7834,19.0,60.0,18.0,34.0,The Last Witch Hunter,2015-10-23,27367660.0
7835,37.0,66.0,40.0,40.0,The Last Word,2017-03-03,1783421.0
7842,17.0,58.0,17.0,30.0,The League of Extraordinary Gentlemen,2003-07-11,66465204.0
7849,12.0,42.0,5.0,22.0,The Legend of Hercules,2014-01-10,18848538.0
7854,40.0,73.0,90.0,75.0,The Lego Batman Movie,2017-02-10,175750384.0
7855,43.0,77.0,96.0,83.0,The Lego Movie,2014-02-07,257760692.0
7856,36.0,66.0,84.0,65.0,The LEGO Movie 2: The Second Part,2019-02-08,105806508.0
7857,28.0,60.0,56.0,55.0,The LEGO Ninjago Movie,2017-09-22,59281555.0
7863,51.0,68.0,38.0,51.0,The Liberator,2014-07-24,113067.0
7867,32.0,72.0,62.0,60.0,The Light Between Oceans,2016-09-02,12545979.0
7869,41.0,75.0,90.0,83.0,The Lighthouse,2019-11-01,10867104.0
7872,36.0,73.0,83.0,63.0,The Lincoln Lawyer,2011-03-18,58009200.0
7879,40.0,77.0,93.0,70.0,The Little Prince,2016-08-05,1339152.0
7880,38.0,55.0,65.0,67.0,The Little Stranger,2018-09-21,713143.0
7882,44.0,84.0,92.0,89.0,The Lives of Others,2007-03-30,11286112.0
7883,40.0,72.0,87.0,82.0,The Lobster,2015-10-16,9077245.0
7884,34.0,51.0,56.0,52.0,The Lodgers,2018-02-23,7362.0
7885,17.0,63.0,14.0,24.0,The Loft,2015-01-30,6002684.0
7886,30.0,68.0,70.0,44.0,The Long Kiss Goodnight,1996-10-11,33447612.0
7887,22.0,71.0,31.0,33.0,The Longest Ride,2015-04-10,37446117.0
7889,35.0,71.0,79.0,61.0,The Longest Yard,1974-08-30,43008075.0
7890,24.0,64.0,31.0,48.0,The Longest Yard,2005-05-27,158119460.0
7893,45.0,88.0,91.0,92.0,The Lord of the Rings: The Fellowship of the Ring,2001-12-19,315710750.0
7894,46.0,89.0,93.0,94.0,The Lord of the Rings: The Return of the King,2003-12-17,377845905.0
7895,45.0,87.0,95.0,87.0,The Lord of the Rings: The Two Towers,2002-12-18,342551365.0
7896,26.0,63.0,49.0,44.0,The Losers,2010-04-23,23591432.0
7898,35.0,73.0,76.0,63.0,The Lost Boys: Special Edition,1987-07-31,32222567.0
7902,22.0,58.0,29.0,44.0,The Love Punch,2014-05-23,266588.0
7903,24.0,67.0,32.0,42.0,The Lovely Bones,2010-01-15,44114232.0
7905,69.0,61.0,82.0,76.0,The Lovers,2017-05-05,2194521.0
7906,80.0,66.0,79.0,65.0,The Lovers and the Despot,2016-09-23,55511.0
7908,21.0,65.0,20.0,39.0,The Lucky One,2012-04-20,60457138.0
7909,42.0,78.0,97.0,76.0,The Lunchbox,2013-09-20,4235151.0
7912,24.0,70.0,29.0,46.0,The Magic of Belle Isle,2012-07-06,102388.0
7917,63.0,73.0,93.0,82.0,The Maid,2011-03-11,576608.0
7921,33.0,73.0,68.0,56.0,The Man from U.N.C.L.E.,2015-08-14,45445109.0
7924,31.0,64.0,64.0,58.0,The Man Who Killed Don Quixote,2018-05-19,391963.0
7925,32.0,72.0,63.0,56.0,The Man Who Knew Infinity,2016-04-29,3866794.0
7926,26.0,54.0,51.0,51.0,The Man with the Iron Fists,2012-11-02,15634090.0
7928,37.0,66.0,80.0,76.0,The Manchurian Candidate,2004-07-30,65955630.0
7931,42.0,80.0,91.0,80.0,The Martian,2015-10-02,228433663.0
7932,34.0,69.0,77.0,56.0,The Mask,1994-07-29,119938730.0
7933,35.0,67.0,82.0,63.0,The Mask of Zorro,1998-07-17,94095523.0
7936,40.0,72.0,84.0,86.0,The Master,2012-09-21,16377274.0
7939,41.0,87.0,88.0,73.0,The Matrix,1999-03-31,171479930.0
7940,34.0,72.0,73.0,62.0,The Matrix Reloaded,2003-05-15,281576461.0
7941,25.0,68.0,35.0,47.0,The Matrix Revolutions,2003-11-05,139313948.0
7942,32.0,68.0,65.0,57.0,The Maze Runner,2014-09-19,102427862.0
7944,28.0,66.0,53.0,49.0,The Mechanic,2011-01-28,29121498.0
7946,18.0,53.0,17.0,38.0,The Medallion,2003-08-22,22219192.0
7947,25.0,56.0,45.0,46.0,The Meg,2018-08-10,145443742.0
7950,28.0,62.0,51.0,54.0,The Men Who Stare at Goats,2009-11-06,32428195.0
7953,45.0,60.0,74.0,60.0,The Mercy,2017-11-28,29538.0
7956,46.0,62.0,95.0,69.0,The Mermaid,2016-02-08,3232685.0
7963,69.0,69.0,79.0,80.0,The Mill and The Cross,2011-03-18,312187.0
7968,53.0,65.0,51.0,44.0,The Miracle Season,2018-04-06,10230620.0
7972,37.0,66.0,86.0,69.0,The Miseducation of Cameron Post,2018-09-07,904703.0
7976,33.0,71.0,71.0,58.0,The Mist,2007-11-21,25594957.0
7978,27.0,64.0,50.0,49.0,The Money Pit,1986-03-26,37499651.0
7979,67.0,55.0,33.0,51.0,The Monkey King 3,2018-02-16,187074.0
7980,24.0,61.0,30.0,52.0,The Monuments Men,2014-02-07,78031620.0
7982,18.0,59.0,13.0,33.0,The Mortal Instruments: City of Bones,2013-08-21,31165421.0
7984,28.0,64.0,52.0,52.0,The Mothman Prophecies,2002-01-25,35746370.0
7986,39.0,78.0,83.0,75.0,The Motorcycle Diaries,2004-10-15,16781387.0
7987,25.0,64.0,38.0,48.0,The Mountain Between Us,2017-10-06,30348555.0
7989,33.0,70.0,70.0,58.0,The Mule,2018-12-14,103804407.0
7990,17.0,54.0,16.0,34.0,The Mummy,2017-06-09,80227895.0
7991,30.0,70.0,61.0,48.0,The Mummy,1999-05-07,155385488.0
7992,27.0,64.0,47.0,48.0,The Mummy Returns,2001-05-04,202019785.0
7993,16.0,52.0,12.0,31.0,The Mummy: Tomb of the Dragon Emperor,2008-08-01,102491776.0
7994,40.0,71.0,95.0,75.0,The Muppets,2011-11-23,88631237.0
7996,40.0,69.0,95.0,77.0,The Mustang,2019-06-19,5043620.0
8000,40.0,76.0,88.0,76.0,The Naked Gun,1988-12-02,78756177.0
8001,32.0,69.0,56.0,65.0,The Naked Gun 2 1/2: The Smell of Fear,1991-06-28,86930411.0
8002,36.0,75.0,82.0,61.0,The Natural,1984-05-11,47951979.0
8005,25.0,60.0,41.0,51.0,The Net,1995-07-28,50727965.0
8006,33.0,74.0,80.0,46.0,The NeverEnding Story,1984-07-20,20158808.0
8013,33.0,67.0,62.0,69.0,The New World,2006-01-20,12712093.0
8014,15.0,45.0,7.0,36.0,The Next Karate Kid,1994-09-09,8914777.0
8016,29.0,73.0,51.0,52.0,The Next Three Days,2010-11-19,21148651.0
8017,39.0,74.0,91.0,70.0,The Nice Guys,2016-05-20,36261763.0
8020,69.0,76.0,90.0,65.0,"The Night Is Short, Walk On Girl",2017-04-07,406490.0
8022,39.0,73.0,86.0,77.0,The Nightingale,2019-08-29,400209.0
8023,26.0,67.0,44.0,44.0,The Ninth Gate,2000-03-10,18661336.0
8024,31.0,78.0,53.0,53.0,The Notebook,2004-06-25,81001787.0
8025,21.0,53.0,25.0,46.0,The Nun,2018-09-07,117450119.0
8026,18.0,57.0,12.0,37.0,The Nut Job,2014-01-17,64251541.0
8027,30.0,56.0,64.0,62.0,The Nutty Professor,1996-06-28,128814019.0
8028,18.0,44.0,26.0,38.0,The Nutty Professor II: The Klumps,2000-07-28,123309890.0
8031,58.0,55.0,63.0,58.0,The Oath,2018-10-19,401463.0
8032,58.0,55.0,63.0,58.0,The Oath,2018-10-19,401463.0
8039,21.0,55.0,26.0,43.0,The Omen 666,2006-06-06,54607383.0
8040,36.0,71.0,82.0,66.0,The One I Love,2014-08-08,513447.0
8042,35.0,63.0,80.0,70.0,The Opposite of Sex,1998-05-22,5881367.0
8045,39.0,74.0,87.0,74.0,The Orphanage,2008-01-11,7161284.0
8047,58.0,69.0,83.0,65.0,The Other,1972-05-26,475611.0
8048,27.0,67.0,43.0,50.0,The Other Boleyn Girl,2008-02-29,26814957.0
8049,35.0,67.0,78.0,64.0,The Other Guys,2010-08-06,119219978.0
8050,66.0,52.0,75.0,65.0,The Other Lamb,2020-04-03,6024.0
8052,22.0,53.0,37.0,41.0,The Other Side of the Door,2016-03-04,3000342.0
8054,21.0,60.0,26.0,39.0,The Other Woman,2014-04-25,83911193.0
8055,39.0,76.0,83.0,74.0,The Others,2001-08-10,96522687.0
8056,18.0,66.0,19.0,26.0,The Ottoman Lieutenant,2017-03-10,240978.0
8057,57.0,55.0,56.0,47.0,The Outcasts,2017-04-14,1455.0
8060,36.0,68.0,80.0,67.0,The Outrage,2010-06-12,44745.0
8062,29.0,71.0,63.0,41.0,The Outsiders,1983-03-25,25697647.0
8063,35.0,61.0,82.0,65.0,The Overnight,2015-06-19,1110522.0
8069,36.0,75.0,74.0,69.0,The Painted Veil,2007-01-19,8060487.0
8073,33.0,72.0,62.0,63.0,The Patriot,2000-06-28,113330342.0
8074,40.0,76.0,95.0,70.0,The Peanut Butter Falcon,2019-08-23,20457151.0
8075,38.0,71.0,87.0,67.0,The Peanuts Movie,2015-11-06,130178411.0
8076,28.0,66.0,53.0,50.0,The Pelican Brief,1993-12-17,100768056.0
8078,62.0,71.0,85.0,61.0,The People vs. Fritz Bauer,2015-10-01,288483.0
8079,40.0,73.0,88.0,79.0,The People vs. Larry Flynt,1997-01-10,20300385.0
8082,15.0,55.0,6.0,27.0,The Perfect Man,2005-06-17,16535005.0
8085,39.0,80.0,85.0,67.0,The Perks of Being a Wallflower,2012-10-12,17742948.0
8087,24.0,72.0,33.0,40.0,The Phantom of the Opera: Special Edition,2004-12-10,51268815.0
8092,44.0,85.0,95.0,85.0,The Pianist,2003-03-28,32572577.0
8093,38.0,75.0,73.0,79.0,The Piano Teacher,2001-09-05,1012069.0
8096,38.0,67.0,86.0,73.0,The Pirates! Band of Misfits,2012-04-27,31051126.0
8100,37.0,73.0,78.0,68.0,The Place Beyond the Pines,2013-04-19,21403519.0
8106,30.0,66.0,56.0,61.0,The Polar Express,2004-11-10,187935490.0
8109,24.0,59.0,39.0,45.0,The Possession,2012-08-31,49130154.0
8110,18.0,52.0,18.0,37.0,The Possession Of Hannah Grace,2018-11-30,14837422.0
8111,40.0,72.0,88.0,83.0,The Post,2018-01-12,81903458.0
8115,38.0,85.0,76.0,66.0,The Prestige,2006-10-20,53089891.0
8118,36.0,71.0,80.0,64.0,The Prince of Egypt,1998-12-18,101413188.0
8122,38.0,71.0,85.0,73.0,The Princess and the Frog,2009-12-11,104400899.0
8124,70.0,65.0,85.0,78.0,The Princess of Montpensier,2010-11-03,352428.0
8130,39.0,73.0,88.0,75.0,The Professionals,1966-11-04,19537346.0
8136,29.0,71.0,53.0,52.0,The Protector,2006-09-08,12044087.0
8138,21.0,64.0,28.0,33.0,The Punisher,2004-04-16,33810189.0
8139,28.0,64.0,57.0,50.0,The Purge: Anarchy,2014-07-18,71962800.0
8140,35.0,80.0,67.0,64.0,The Pursuit of Happyness,2006-12-15,163566459.0
8141,14.0,46.0,14.0,24.0,The Pyramid,2014-12-05,2756333.0
8142,37.0,62.0,85.0,70.0,The Quake,2018-12-14,6235.0
8143,88.0,73.0,96.0,78.0,The Queen,1968-06-17,47818.0
8145,43.0,73.0,96.0,91.0,The Queens Gambit,2006-11-17,56441711.0
8146,29.0,64.0,59.0,49.0,The Quick and the Dead,1995-02-10,18636537.0
8149,39.0,76.0,86.0,73.0,The Raid,2012-04-13,4105187.0
8150,39.0,80.0,81.0,71.0,The Raid 2,2014-04-11,2627209.0
8151,33.0,71.0,66.0,59.0,The Railway Man,2014-05-23,4438438.0
8153,38.0,72.0,82.0,72.0,The Rainmaker,1997-11-21,45916769.0
8155,22.0,64.0,22.0,44.0,The Raven,2012-04-27,16008272.0
8156,33.0,76.0,63.0,58.0,The Reader,2009-01-30,34194407.0
8161,30.0,69.0,57.0,54.0,The Reluctant Fundamentalist,2013-05-17,552959.0
8162,43.0,78.0,95.0,86.0,The Remains of the Day,1993-11-19,23237911.0
8165,23.0,62.0,36.0,42.0,The Replacement Killers,1998-02-06,19204929.0
8166,23.0,66.0,41.0,30.0,The Replacements,2000-08-11,44737059.0
8173,39.0,80.0,78.0,76.0,The Revenant,2016-01-08,183637894.0
8175,21.0,53.0,28.0,45.0,The Rhythm Section,2020-01-31,5437971.0
8177,44.0,74.0,97.0,92.0,The Rider,2018-04-13,2419031.0
8180,33.0,71.0,71.0,57.0,The Ring,2002-10-18,129128133.0
8181,20.0,54.0,20.0,44.0,The Ring Two,2005-03-18,76231249.0
8184,20.0,60.0,21.0,38.0,The Rite,2011-01-28,33047633.0
8186,40.0,78.0,89.0,71.0,The Road Home,2001-06-15,1280490.0
8192,12.0,37.0,24.0,9.0,The Room,2003-06-27,549602.0
8193,12.0,48.0,3.0,23.0,The Roommate,2011-02-04,37300000.0
8197,25.0,59.0,48.0,44.0,The Ruins,2008-04-04,17432844.0
8198,33.0,65.0,69.0,65.0,The Runaways,2010-04-08,3573673.0
8199,32.0,67.0,69.0,59.0,The Rundown (Welcome to the Jungle),2003-09-26,47726342.0
8202,43.0,78.0,96.0,85.0,The Salesman,2016-08-31,2402067.0
8204,34.0,67.0,73.0,64.0,The Salvation,2015-02-27,44903.0
8205,38.0,70.0,91.0,67.0,The Sapphires,2012-08-09,2450867.0
8208,35.0,68.0,73.0,71.0,The Score,2001-07-13,71107711.0
8209,23.0,55.0,41.0,45.0,The Scorpion King,2002-04-19,91047077.0
8213,39.0,73.0,88.0,74.0,The Secret Garden,1993-08-13,31181347.0
8214,31.0,73.0,59.0,57.0,The Secret Life of Bees,2008-10-17,37770162.0
8216,30.0,65.0,60.0,55.0,The Secret Life of Pets 2,2019-06-07,158874395.0
8217,30.0,73.0,51.0,54.0,The Secret Life of Walter Mitty,2013-12-25,58236838.0
8218,26.0,65.0,57.0,36.0,The Secret of My Success,1987-04-10,66995879.0
8220,42.0,76.0,95.0,80.0,The Secret World of Arrietty,2012-02-17,19587032.0
8222,50.0,71.0,83.0,69.0,The September Issue,2009-09-25,3820067.0
8225,19.0,63.0,21.0,32.0,The Shack,2017-03-03,57386418.0
8226,24.0,61.0,35.0,50.0,The Shadow,1994-07-01,32063435.0
8227,33.0,63.0,78.0,59.0,The Shallows,2016-06-24,55124043.0
8229,42.0,73.0,92.0,87.0,The Shape of Water,2017-12-22,63859435.0
8230,44.0,93.0,91.0,80.0,The Shawshank Redemption,1994-10-14,28699976.0
8231,39.0,84.0,84.0,66.0,The Shining,1980-06-13,45332952.0
8233,78.0,74.0,84.0,51.0,The Short Game,2013-09-20,39819.0
8236,27.0,64.0,44.0,53.0,The Siege,1998-11-06,40981289.0
8238,29.0,61.0,60.0,54.0,The Signal,2014-07-10,600896.0
8246,35.0,65.0,77.0,66.0,The Sisterhood of the Traveling Pants,2005-06-01,39053061.0
8247,32.0,62.0,65.0,63.0,The Sisterhood of the Traveling Pants 2,2008-08-06,44089964.0
8248,39.0,70.0,87.0,78.0,The Sisters Brothers,2018-10-19,3143056.0
8249,20.0,57.0,22.0,39.0,The Sitter,2011-12-09,30441326.0
8250,38.0,76.0,81.0,70.0,The Skin I Live In,2011-09-02,3185812.0
8254,18.0,54.0,21.0,30.0,The Smurfs,2011-07-29,142614158.0
8255,17.0,53.0,14.0,34.0,The Smurfs 2,2013-07-31,71017784.0
8257,14.0,51.0,7.0,23.0,The Snowman,2017-10-20,6700035.0
8259,45.0,77.0,96.0,95.0,The Social Network,2010-10-01,96962694.0
8261,56.0,75.0,89.0,78.0,The Soft Skin,1964-04-20,509.0
8263,35.0,67.0,80.0,63.0,The Solutrean,2018-08-17,35857181.0
8268,19.0,64.0,16.0,33.0,The Space Between Us,2017-02-03,7885294.0
8272,35.0,65.0,81.0,62.0,The Spiderwick Chronicles,2008-02-14,71195053.0
8274,34.0,60.0,81.0,62.0,The SpongeBob Movie: Sponge Out of Water,2015-02-06,162994032.0
8275,34.0,71.0,68.0,66.0,The SpongeBob SquarePants Movie,2004-11-19,85417988.0
8276,29.0,66.0,52.0,59.0,The Spy,1999-06-11,206040086.0
8277,72.0,73.0,100.0,69.0,The Spy Gone North,2018-08-17,500803.0
8278,16.0,55.0,12.0,27.0,The Spy Next Door,2010-01-15,24307086.0
8279,27.0,60.0,49.0,52.0,The Spy Who Dumped Me,2018-08-03,33562069.0
8281,51.0,81.0,100.0,84.0,The Square,2014-01-10,124244.0
8282,41.0,73.0,92.0,82.0,The Squid and the Whale,2005-12-16,7372734.0
8285,37.0,69.0,84.0,67.0,The Stanford Prison Experiment,2015-07-17,660561.0
8288,17.0,56.0,11.0,33.0,The Stepfather,2009-10-16,29062561.0
8289,20.0,53.0,26.0,42.0,The Stepford Wives,2004-06-11,59484742.0
8295,23.0,52.0,39.0,48.0,The Strangers: Prey At Night,2018-03-09,24586708.0
