Key,Genre,Tags,Languages,Series or Movie,Hidden Gem Score,View Rating,IMDb Score,Rotten Tomatoes Score,Metacritic Score,Release Date
7108,"Comedy, Romance","Romantic Comedies,Comedies,Romantic Films,Romantic Favourites,US Movies,Late Night Comedies,Critically Acclaimed Films,Critically Acclaimed Comedies","English, Spanish, Japanese",Movie,3.8,R,7.1,85.0,73.0,2005-08-19
7111,"Action, Adventure, Sci-Fi, Thriller","Action & Adventure,Action Sci-Fi & Fantasy,Sci-Fi Adventure,Sci-Fi & Fantasy,Adventures,Alien Sci-Fi,Fantasy,Films Based on Books,US Movies,Action,Sci-Fi",English,Movie,1.7,PG-13,5.2,15.0,33.0,2016-01-22
7112,"Action, Mystery, Sci-Fi, Thriller","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action Thrillers,Sci-Fi Thrillers,Action & Adventure,US Movies",English,Movie,2.5,PG-13,5.9,40.0,49.0,2000-11-17
7114,"Mystery, Thriller","Mind Game Thrillers,Thrillers,Psychological Thrillers,Supernatural Thrillers,Mysteries,Thrillers based on a book",English,Movie,2.4,R,6.3,38.0,41.0,2016-09-02
7115,"Adventure, Drama, Mystery, Sci-Fi, Thriller","Sci-Fi & Fantasy,Sci-Fi Adventure,Alien Sci-Fi,Sci-Fi Thrillers,Adventures,Action & Adventure,Action Thrillers,Action Sci-Fi & Fantasy,US Movies",English,Movie,3.8,PG-13,7.5,89.0,62.0,1989-08-09
7119,"Action, Crime, Drama, Thriller","Crime Films,Action & Adventure,Crime Action & Adventure,Action Thrillers,US Movies,Action","English, Indonesian, French",Movie,2.9,R,7.3,51.0,51.0,2016-10-14
7122,"Comedy, Fantasy","Comedies,Dark Comedies,Sci-Fi & Fantasy,Fantasy Movies,Laugh-Out-Loud Comedies,US Movies","English, Italian, French",Movie,3.2,PG-13,6.9,64.0,57.0,1991-11-22
7123,"Romance, Sci-Fi, Thriller","Thrillers,Sci-Fi & Fantasy,Sci-Fi Thrillers,Romantic Films,Movies Based on Books,Political Thrillers,Romantic Favorites,US Movies",English,Movie,3.3,PG-13,7.0,71.0,60.0,2011-03-04
7125,"Adventure, Comedy, Family, Fantasy, Musical","Family Adventures,Family Features,Children & Family Films,Kids Music,Comedies,Family Comedies,Films for ages 5 to 7,Films for ages 2 to 4,Family Sci-Fi & Fantasy",English,Movie,6.8,G,5.8,77.0,59.0,1999-10-01
7127,"Action, Adventure, Comedy, Family, Fantasy, Sci-Fi","Family Features,Family Sci-Fi & Fantasy,Family Adventures,Children & Family Films,Films for ages 8 to 10,Films for ages 11 to 12",English,Movie,1.6,PG,3.6,19.0,38.0,2005-06-10
7129,"Animation, Action, Adventure, Family, Mystery","Family Features,Children & Family Films,Films for ages 8 to 10,Family Adventures",English,Movie,3.6,PG,7.3,74.0,68.0,2011-12-21
7134,"Drama, Fantasy, Romance","Dramas,Romantic Dramas,Sci-Fi & Fantasy,Romantic Films,Fantasy,Tearjerkers,US Movies,Tear-jerking Romantic Movies","English, Portuguese, Italian",Movie,2.9,PG-13,7.2,54.0,51.0,2015-04-24
7135,"Drama, Romance","Romantic Dramas,Dramas,Romantic Favourites,Period Pieces,Dramas based on a book,Dramas based on classic literature,Golden Globe Award-winning Films,Romantic Films,Classic Films,Classic Romantic Films,Classic Dramas,Films Based on Books,Period Pieces based on Books,Historical Dramas","English, Italian",Movie,4.1,PG,7.2,84.0,90.0,1993-10-01
7136,"Action, Drama, Thriller","Korean Dramas,Korean Films,Dramas,Korean Action & Adventure,Action Thrillers,Political Dramas,Action & Adventure,Spy Action & Adventure","Korean, Japanese, Mandarin, English",Movie,4.9,TV-MA,7.1,100.0,78.0,2016-09-23
7139,"Action, Adventure, Sci-Fi","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Comic Book and Superhero Films,Action & Adventure,Sci-Fi,Action Movies",English,Movie,3.5,PG-13,6.9,72.0,66.0,2012-07-03
7140,"Action, Adventure, Sci-Fi","Sci-Fi & Fantasy,Adventures,Action & Adventure,Action Sci-Fi & Fantasy,Comic Book and Superhero Films,Sci-Fi Adventure,Blockbuster Action & Adventure,Action,Sci-Fi",English,Movie,2.8,PG-13,6.6,51.0,53.0,2014-05-02
7142,"Crime, Drama, Thriller","Crime Films,Thrillers,Crime Thrillers,Dramas,Crime Dramas,Movies Based on Books","English, Italian",Movie,3.2,R,6.3,66.0,61.0,2010-09-01
7145,Documentary,"Documentaries,Social & Cultural Docs,Documentaries",English,Movie,4.3,TV-MA,7.0,94.0,60.0,2018-12-07
7149,"Animation, Action, Adventure, Comedy, Family","Films for ages 8 to 10,Children & Family Films,Family Features,Family Feature Animation,Fantasy,Action Comedies,Action Sci-Fi & Fantasy,Adventures,Family Comedies,Action & Adventure,Family Sci-Fi & Fantasy,Sci-Fi & Fantasy,Comedies,Animal Tales,Family Adventures",English,Movie,2.5,PG,6.3,43.0,43.0,2016-05-20
7150,"Animation, Adventure, Comedy, Family","Comedies,Children & Family Movies,Animal Tales,Family Comedies,US Movies,Family Features",English,Movie,3.3,PG,6.4,73.0,60.0,2019-08-14
7152,"Animation, Adventure, Comedy, Family, Fantasy","Family Features,Family Feature Animation,Family Comedies,Children & Family Films,Films for ages 8 to 10,Films based on childrens books,Films for ages 5 to 7,Comedies,Movies Based on Books,Family Sci-Fi & Fantasy,Family Adventures",English,Movie,3.0,PG,5.8,62.0,59.0,2006-07-28
7153,"Horror, Thriller","Supernatural Horror Films,Horror Films,Supernatural Thrillers,Thrillers",English,Movie,1.0,PG-13,4.1,3.0,18.0,2012-08-24
7154,"Mystery, Sci-Fi, Thriller","Sci-Fi Dramas,Dramas,Thrillers,Sci-Fi & Fantasy,Sci-Fi Thrillers,Alien Sci-Fi,Sci-Fi","English, Spanish",Movie,3.0,PG-13,6.2,65.0,56.0,1996-05-31
7157,"Action, Comedy, Crime, Drama, Mystery, Thriller","Dark Comedies,Comedies,Independent Movies,Thriller Movies,Crime Thrillers,US Movies","English, French, German",Movie,3.6,R,6.7,84.0,65.0,2019-07-19
7158,"Action, Adventure, Crime, Thriller","Action & Adventure,Crime Action & Adventure,Action Thrillers,Spy Action & Adventure",English,Movie,1.7,R,5.7,16.0,30.0,2000-08-25
7159,"Comedy, Drama, Romance","Dramas,Romantic Dramas,International Dramas,International Movies,Romantic Comedies,French Films,International Comedies,Comedies,Romantic Films,Showbiz Dramas,Independent Movies,Romantic Independent Movies,Period Pieces,Historical Movies,Romantic Favorites,Silent Movies","English, French",Movie,4.4,PG-13,7.9,95.0,89.0,2012-01-20
7160,"Action, Drama, History","Dramas based on Books,Martial Arts Movies,Asian Action Movies,Dramas,Action & Adventure",Mandarin,Movie,3.7,Not Rated,6.3,80.0,80.0,2015-08-27
7162,"Biography, Crime, Drama, History, Western","Dramas,Dramas based on contemporary literature,Dramas based on a book,Westerns,Action & Adventure,Dramas based on real life,Movies Based on Real Life,Crime Movies,Crime Dramas,Movies Based on Books","English, Danish",Movie,3.7,R,7.5,76.0,68.0,2007-10-19
7164,"Action, History, Thriller","International Action & Adventure,European Movies,International Movies,Action Thrillers,Action & Adventure,Crime Action & Adventure","French, Arabic",Movie,6.1,R,6.1,53.0,55.0,2011-03-09
7166,"Drama, Sci-Fi, Thriller","Alien Sci-Fi,Thrillers,Sci-Fi & Fantasy,Horror Films,Sci-Fi Thrillers,Psychological Thrillers",English,Movie,1.8,R,5.4,15.0,37.0,1999-08-27
7167,"Action, Adventure, Thriller","Action Thrillers,Action Comedies,Military Action & Adventure,Action & Adventure,Comedies,Action Movies,US Movies","English, Spanish, French, Swahili, German",Movie,2.7,PG-13,6.7,49.0,47.0,2010-06-11
7168,Drama,"Korean Dramas,Korean Films,Dramas",Korean,Movie,5.8,Not Rated,7.7,75.0,55.0,2013-12-18
7169,"Action, Adventure, Sci-Fi, Thriller","Action & Adventure,Action Thrillers",English,Movie,0.9,PG-13,3.8,5.0,12.0,1998-08-14
7170,"Biography, Drama","Dramas,Award-winning Movies,Academy Award-Winning Films,Award-winning Dramas,Golden Globe Award-winning Films,Dramas based on real life,Movies Based on Real Life",English,Movie,4.0,PG-13,7.5,86.0,77.0,2004-12-25
7171,"Horror, Thriller","Horror Films,Thrillers,Supernatural Horror Films,British Films,Supernatural Thrillers","English, French",Movie,3.0,R,6.5,62.0,53.0,2011-11-11
7173,"Action, Biography, Crime, Drama, History, Thriller","Dramas,20th Century Period Pieces,Thrillers,International Dramas,Courtroom Dramas,International Movies,Political Dramas,Political Thrillers,Dramas based on a book,German Films,Police Thrillers,Police Dramas,Police Movies,Dramas based on real life,Crime Thrillers,Crime Dramas","German, English, French, Swedish, Arabic",Movie,3.9,R,7.4,85.0,76.0,2008-09-25
7174,"Drama, Horror, Mystery, Thriller","Horror Films,Thrillers,Independent Films,Supernatural Horror Films,Australian Films,Supernatural Thrillers,Psychological Thrillers,Independent Thrillers,Psychological Horror Movies,Cult Horror Movies,Chilling Horror Movies",English,Movie,4.2,Not Rated,6.8,98.0,86.0,2014-11-28
7180,"Drama, Horror, Romance, Sci-Fi","Independent Films,Dramas,Independent Thrillers,Thrillers,Art House Films,Independent Dramas",English,Movie,2.7,R,5.3,47.0,62.0,2017-06-23
7181,"Comedy, Drama, Musical, Mystery, Romance, Western","Comedies,Critically-acclaimed Movies,Dramas,Dark Comedies,Westerns","English, French",Movie,4.0,R,7.3,89.0,79.0,2018-11-09
7182,"Action, Drama, Western","Dramas,Westerns",English,Movie,5.7,R,6.3,79.0,64.0,2017-12-15
7183,"Crime, Drama, Thriller","Crime Films,Thrillers,International Movies,British Films,Crime Thrillers,Heist Movies","English, Latin",Movie,3.7,R,7.2,80.0,69.0,2008-03-07
7185,"Comedy, Crime, Drama, Mystery, Romance","Independent Dramas,Dramas,Independent Films,Canadian Films","French, English",Movie,3.8,R,7.6,81.0,70.0,2004-03-05
7190,"Action, Drama, History","Action & Adventure,Social Issue Dramas,Korean Movies","Korean, Japanese",Movie,5.3,Not Rated,7.1,64.0,60.0,2017-07-26
7191,"Adventure, Drama, Romance, Thriller","Dramas,Dramas based on a book,Thrillers,Adventures,Action & Adventure,Dramas based on contemporary literature,Psychological Thrillers,Movies Based on Books,US Movies","English, French, Swedish, Thai, Serbian",Movie,2.2,R,6.7,20.0,43.0,2000-02-11
7192,Comedy,"Comedies,Independent Movies","English, Spanish",Movie,2.8,R,5.5,56.0,55.0,2019-03-29
7196,"Documentary, Music","Social & Cultural Documentaries,Critically-acclaimed Documentaries,Documentaries,Music & Musicals,Music & Concert Documentaries",English,Movie,4.1,Unrated,7.8,96.0,72.0,2016-09-17
7197,"Drama, Romance","Dramas,Romantic Dramas,Romantic Movies","Korean, Japanese, Czech, English",Movie,5.4,Not Rated,7.4,70.0,48.0,2015-09-11
7201,"Drama, Thriller, War","Period Pieces,Thrillers,Independent Movies,Dramas,Films Based on Books","English, French",Movie,3.6,R,6.3,79.0,77.0,2017-06-30
7202,"Comedy, Sport","Slapstick Comedies,Sports Comedies,Comedies,Sports Films","English, Spanish",Movie,1.6,PG-13,5.5,13.0,25.0,2006-04-07
7203,"Action, Thriller","Asian Action Films,International Movies,Action Thrillers,Korean Films,International Action & Adventure,Spy Action & Adventure,Action & Adventure","Korean, English, German",Movie,4.4,Not Rated,6.6,43.0,54.0,2013-02-15
7204,"Biography, Drama, History","Movies Based on Real Life,Social Issue Dramas,Biographical Movies,US Movies,Movies Based on Books,Dramas",English,Movie,3.0,PG-13,7.2,54.0,49.0,2019-04-05
7206,"Crime, Drama, Mystery, Romance","Dramas,Romantic Dramas,International Dramas,Italian Films,International Movies,Romantic Films,Mysteries,Romantic Favorites",English,Movie,3.0,R,7.8,56.0,49.0,2014-01-01
7208,"Adventure, Family, Fantasy","Family Features,Disney,Children & Family Films,Dramas based on a book,Films for ages 8 to 10,Family Sci-Fi & Fantasy,Films for ages 11 to 12,Dramas,Family Adventures,Family Dramas,Movies Based on Books,Disney Movies","English, Hindi",Movie,3.4,PG,6.4,74.0,66.0,2016-07-01
7212,"Action, Comedy, Crime, Thriller","Action & Adventure,Comedies,Action Comedies,Crime Action & Adventure",English,Movie,2.2,R,6.1,43.0,31.0,1998-04-24
7213,"Biography, Comedy, Drama, History","Dramas,Dramas based on a book,Dark Comedies,Dramas based on real life,Comedies,Films Based on Real Life,Social Issue Dramas,Films Based on Books",English,Movie,4.1,R,7.8,88.0,81.0,2015-12-23
7215,"Comedy, Drama, Romance","Critically Acclaimed Dramas,Romantic Movies,Dramas,Critically-acclaimed Comedies,Quirky Romance,Critically-acclaimed Independent Movies,Independent Movies,Romantic Comedies,Romantic Independent Movies,Critically Acclaimed Movies,Romantic Dramas,Comedies","English, Urdu",Movie,4.3,R,7.5,98.0,86.0,2017-07-14
7218,Documentary,Documentary Films,"English, Spanish",Movie,6.3,PG,8.1,91.0,73.0,2019-05-10
7222,Documentary,"Music & Musicals,Music and Concert Movies,Music & Concert Documentaries,Documentaries,Social & Cultural Docs,Documentaries",English,Movie,8.5,TV-MA,7.4,100.0,69.0,2019-06-07
7223,"Drama, History","Dramas,Biographical Dramas,International Movies,International Dramas,Period Pieces,Dramas based on Real Life,Movies Based on Real Life,Indian Movies,Punjabi-Language Movies","English, Punjabi",Movie,6.2,PG-13,6.6,7.0,26.0,2017-07-21
7225,"Horror, Mystery","Horror Films,Thrillers,Independent Films",English,Movie,3.9,R,6.5,86.0,81.0,1999-07-30
7226,"Biography, Drama, Sport","Biographical Dramas,Dramas based on real life,Dramas,20th Century Period Pieces,Sports Films",English,Movie,5.7,R,6.5,81.0,68.0,2017-05-05
7227,Documentary,"Documentaries,Science & Nature Documentaries,Documentaries",English,Movie,8.1,TV-14,7.7,100.0,74.0,2018-07-27
7229,"Biography, Drama, Sport","Dramas,Award-winning Movies,Academy Award-Winning Films,Dramas based on a book,Golden Globe Award-winning Films,Dramas based on real life,Films Based on Real Life,Sports Films,Sports Dramas,Films Based on Books,US Movies",English,Movie,3.2,PG-13,7.6,66.0,53.0,2009-11-20
7230,"Biography, Crime, Drama","Independent Dramas,Dramas,Independent Films,Crime Dramas,Crime Movies",English,Movie,3.0,R,5.6,60.0,66.0,2013-06-21
7233,"Adventure, Drama, Romance","Romantic Dramas,Dramas,Period Pieces,Dramas based on a book,Dramas based on classic literature,Romantic Films",English,Movie,1.6,R,5.8,8.0,31.0,1980-07-02
7235,"Action, Adventure, Comedy, Crime, Music, Musical","Cult Comedies,Action Comedies,Comedies,Action & Adventure,Cult Films,Classic Movies,Classic Comedies,Classic Action & Adventure,US Movies,Classic International Movies,Laugh-Out-Loud Comedies,Critically-acclaimed Action & Adventure,Critically Acclaimed Films,Critically Acclaimed Comedies,Modern Classics",English,Movie,3.5,R,7.9,73.0,60.0,1980-06-20
7236,Drama,"Canadian Movies,Dramas,Social Issue Dramas,Independent Movies",English,Movie,8.9,TV-MA,6.9,97.0,87.0,2019-11-29
7238,"Action, Drama, Music, Romance, Thriller","International Movies,Gangster Films,Action Thrillers,Chinese Films,International Action & Adventure,Action & Adventure,Crime Action & Adventure,Martial Arts Films,Asian Movies",English,Movie,2.2,R,6.3,33.0,39.0,1992-11-25
7241,"Action, Adventure, Drama, Thriller","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action Thrillers,Sci-Fi Thrillers,Sci-Fi Adventure,Adventures,Action & Adventure,Futuristic Sci-Fi,US Movies",English,Movie,2.8,R,6.9,46.0,53.0,2010-01-15
7242,"Crime, Drama, Thriller","Dramas,US Movies",English,Movie,2.0,PG-13,6.6,22.0,31.0,2017-06-23
7243,"Animation, Adventure, Comedy, Family, Fantasy, Musical, Romance","Family Sci-Fi & Fantasy,Family Adventures,Children & Family Films,Films for ages 8 to 10,Films for ages 11 to 12","English, Spanish",Movie,3.7,PG,7.3,83.0,67.0,2014-10-17
7244,Drama,"Dramas based on Books,Dramas,Films Based on Books,Social Issue Dramas",English,Movie,3.0,PG,6.5,56.0,62.0,2018-08-24
7245,"Action, Crime, Thriller","Action Thrillers,Action & Adventure,Crime Action & Adventure","English, Spanish, Papiamento, Russian, Latin",Movie,2.5,R,7.8,28.0,44.0,2000-01-21
7246,"Action, Crime, Thriller","Crime Films,Gangster Films,Action Thrillers,Action & Adventure,Crime Action & Adventure,Gangster Action & Adventure,US Movies,Police Action & Adventure,Police Movies","English, Italian, Spanish",Movie,1.8,R,6.3,23.0,24.0,2009-12-11
7249,"Animation, Adventure, Comedy, Family, Fantasy","Children & Family Films,Comedies,Films based on childrens books,Films for ages 8 to 10,Family Features,Family Comedies,Family Feature Animation,Family Adventures,Films for ages 5 to 7,Movies Based on Books,Animation,US Movies","English, Spanish",Movie,2.8,PG,6.3,53.0,50.0,2017-03-31
7252,"Action, Comedy, Romance","Romantic Comedies,Action Comedies,Comedies,Action & Adventure,Romantic Films,Crime Action & Adventure,Crime Comedies,Crime Films,Romantic Favourites,US Movies","English, Ukrainian",Movie,1.5,PG-13,5.6,12.0,22.0,2010-03-19
7253,"Action, Mystery, Thriller","Action Thrillers,Spy Action & Adventure,Action & Adventure,Crime Action & Adventure,Films Based on Books,Crime Films,Blockbuster Action & Adventure,Action,Crime Action","English, French, German, Dutch, Italian, Yoruba",Movie,3.8,PG-13,7.9,83.0,68.0,2002-06-14
7254,"Action, Adventure, Thriller","Action Thrillers,Spy Action & Adventure,Action & Adventure,Mysteries,Adventures,Films Based on Books,Crime Action & Adventure,Crime Films,Blockbuster Action & Adventure,Action,Crime Action","English, Russian, Filipino, Ukrainian",Movie,3.0,PG-13,6.6,55.0,61.0,2012-08-10
7255,"Action, Mystery, Thriller","Action Thrillers,Spy Action & Adventure,Action & Adventure,Crime Action & Adventure,Films Based on Books,Mysteries,Crime Films,Blockbuster Action & Adventure,US Movies,Action,Crime Action","English, Russian, German, Italian",Movie,3.9,PG-13,7.7,82.0,73.0,2004-07-23
7256,"Action, Mystery, Thriller","Action Thrillers,Spy Action & Adventure,Action & Adventure,Mysteries,Films Based on Books,Blockbuster Action & Adventure,Action","English, French, Arabic, Russian, Spanish",Movie,4.3,PG-13,8.0,92.0,85.0,2007-08-03
7257,"Horror, Mystery, Thriller","Horror Films,Thrillers,Independent Thrillers,Independent Films,Chilling Horror Movies",English,Movie,2.2,PG-13,6.0,29.0,42.0,2016-01-22
7259,Thriller,"Thrillers,Psychological Thrillers",English,Movie,1.5,R,4.7,12.0,30.0,2015-01-23
7261,"Biography, Drama, History","Movies based on Books,Social Issue Dramas,Dramas,Biographical Movies,Political Dramas,Independent Movies,Movies based on real life,Children & Family Films","Arabic, Nyanja, English",Movie,3.8,TV-PG,7.6,86.0,68.0,2019-03-01
7264,Comedy,"Spoofs & Satires,Comedies,US Movies",English,Movie,2.9,PG-13,6.0,62.0,54.0,1995-02-17
7265,"Comedy, Fantasy","Comedies,International Sci-Fi & Fantasy,International Comedies,Sci-Fi & Fantasy,International Films,Fantasy,Dark Comedies,Independent Comedies,Independent Films","French, German",Movie,3.7,Not Rated,7.1,82.0,70.0,2015-09-01
7266,"Action, Crime, Drama, Thriller","Crime Films,Dramas,Thrillers,Crime Thrillers,Psychological Thrillers,Crime Dramas,US Movies",English,Movie,2.8,R,6.7,44.0,56.0,2007-09-14
7267,"Animation, Drama, Family, War","Social Issue Dramas,Dramas based on a book,Dramas,Family Feature Animation,Family Dramas,Family Features,Films for ages 11 to 12,Canadian Films,Children & Family Films,Irish Films,International Dramas,Films Based on Books,European Dramas,European Movies,Award-winning Dramas",English,Movie,4.2,PG-13,7.7,95.0,78.0,2017-11-17
7270,"Comedy, Drama","Dramas,Cult Comedies,Comedies,Classic Films,Teen Films,Classic Comedies,Classic Dramas,Cult Films",English,Movie,3.9,R,7.8,89.0,66.0,1985-02-15
7271,"Comedy, Drama, Romance","Dramas,Romantic Dramas,Comedies,Romantic Favourites,Romantic Films,Romantic Comedies,Comedy Blockbusters,US Movies",English,Movie,2.3,PG-13,5.8,34.0,45.0,2006-06-02
7274,"Drama, Romance","Tearjerkers,Critically-acclaimed Films,20th Century Period Pieces,Dramas based on a book,Dramas based on contemporary literature,Critically-acclaimed Dramas,Romantic Dramas,Romantic Films,Romantic Favourites,Dramas",English,Movie,3.9,PG-13,7.6,90.0,69.0,1995-06-02
7275,"Comedy, Drama","Romantic Comedies,Comedies,Late Night Comedies,Romantic Films,Romantic Favourites,Steamy Romance,US Movies","English, French",Movie,5.8,R,6.5,63.0,50.0,2001-03-23
7276,"Action, Adventure, Comedy, Crime, Thriller","Comedies,Action & Adventure,Dark Comedies,Spy Action & Adventure,Action Comedies,Wacky Comedies,British Comedies,British Action & Adventure,Late Night Comedies,British Films","English, Ukrainian",Movie,2.4,R,6.2,37.0,44.0,2016-03-11
7277,Documentary,"Documentaries,Critically-acclaimed Documentaries,Documentaries",English,Movie,8.7,R,6.7,97.0,77.0,2017-06-30
7278,"Adventure, Comedy, Drama","Dramas,Comedies,Tearjerkers,US Movies",English,Movie,2.6,PG-13,7.4,41.0,42.0,2008-01-11
7281,"Action, Adventure, Drama, Mystery, Thriller","Action Thrillers,Mainland Chinese Movies,Action & Adventure,Chinese Films,Police Mysteries,Police Action & Adventure,Gangster Films,International Dramas,Police Movies,Dramas,International Action & Adventure,Crime Action & Adventure,Police Dramas,Mysteries,Crime Dramas,Crime Films,Asian Action Films","Mandarin, Cantonese",Movie,7.7,Not Rated,6.6,92.0,65.0,2012-08-14
7285,"Drama, Sci-Fi, Thriller","Thrillers,Sci-Fi & Fantasy,Sci-Fi Thrillers,Psychological Thrillers",English,Movie,2.3,R,7.6,33.0,30.0,2004-01-23
7287,"Drama, Fantasy, Horror, Mystery, Thriller","Psychological Thrillers,Thrillers,Horror Films,Supernatural Horror Films,Slasher and Serial Killer Films,Supernatural Thrillers,Teen Screams,Films Based on Books,Psychological Horror Movies,Chilling Horror Movies",English,Movie,1.6,PG-13,4.2,19.0,37.0,2017-01-13
7289,Horror,"Horror Films,Creature Features,Slasher and Serial Killer Films,Spoofs & Satires,Supernatural Horror Films,Teen Screams,Monster Films,Dark Comedies,Horror Comedy,Comedies,Gory Horror Movies","English, Japanese",Movie,3.9,R,7.0,92.0,72.0,2012-04-13
7291,"Comedy, Drama, Thriller","Cult Comedies,Dark Comedies,Comedies,Spoofs & Satires,US Movies","English, French",Movie,2.8,PG-13,6.1,53.0,56.0,1996-06-14
7293,"Drama, Romance","Critically-acclaimed Movies,International Movies,Independent Movies,Dramas,Israeli Movies,Middle Eastern Movies,Independent Dramas,International Dramas","English, Hebrew, German",Movie,7.0,Not Rated,7.2,98.0,74.0,2017-12-28
7296,"Crime, Drama, Horror, Thriller","Thrillers,Police Thrillers,Police Movies,Crime Thrillers,Psychological Thrillers,Crime Films",English,Movie,2.7,R,6.7,44.0,51.0,2013-03-15
7297,Comedy,"Comedies,Slapstick Comedies,Dark Comedies,Late Night Comedies,Political Comedies,Spoofs & Satires,US Movies",English,Movie,2.9,R,6.1,66.0,50.0,2012-08-10
7299,"Crime, Drama, Mystery, Thriller","Crime Dramas,Thrillers,Mysteries,Crime Thrillers,Dramas,Psychological Thrillers,Police Mysteries,Police Thrillers,Police Dramas,Police Movies,Crime Movies,Canadian Movies",English,Movie,2.1,R,5.9,29.0,36.0,2014-12-12
7304,"Animation, Adventure, Comedy, Family, Fantasy, Romance","Anime,Animal Tales,Family Sci-Fi & Fantasy,Anime Fantasies,Family Adventures,Children & Family Films,Anime Feature Films,Japanese Films","Japanese, English",Movie,3.9,G,7.2,91.0,70.0,2005-07-13
7305,"Action, Adventure, Horror, Sci-Fi, Thriller","Horror Films,Action Thrillers,Action & Adventure,Monster Films,Creature Features,Adventures","English, Romanian",Movie,1.6,PG-13,5.1,12.0,30.0,2005-08-26
7309,"Crime, Drama, Thriller","Courtroom Dramas,Social Issue Dramas,Dramas,Crime Dramas,Movies Based on Books",English,Movie,1.9,R,6.0,12.0,45.0,1996-10-11
7311,"Comedy, Fantasy","Comedies,Late Night Comedies,Sci-Fi & Fantasy,Fantasy Movies,US Movies,Raunchy Comedies","English, Ukrainian",Movie,2.1,R,6.3,25.0,39.0,2011-08-05
7312,"Action, Crime, Thriller","Crime Films,Thrillers,International Movies,Asian Movies,Crime Thrillers",Korean,Movie,3.7,Not Rated,7.8,82.0,64.0,2008-02-14
7316,Drama,"Tearjerkers,Movies Based on Books,British Movies,Dramas",English,Movie,3.4,R,6.7,74.0,62.0,2018-09-14
7317,Documentary,"Documentaries,Political Documentaries,Documentaries",English,Movie,7.2,R,7.2,78.0,67.0,2018-03-23
7318,"Drama, Romance","Romantic Movies,Dramas based on Books,Romantic Dramas,Dramas,Tearjerkers,Films Based on Books",English,Movie,1.7,PG-13,6.6,11.0,26.0,2016-02-05
7320,"Adventure, Comedy, Family, Fantasy","Hollywood Movies,Comedies,Action Comedies,Family Comedies,Children & Family Movies","English, Spanish, French, Romanian",Movie,3.1,PG,7.0,67.0,52.0,2018-11-22
7324,"Action, Adventure, Sci-Fi, Thriller","Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Action Thrillers,Sci-Fi Thrillers,Alien Sci-Fi,Action & Adventure,Adventures,Cult Sci-Fi & Fantasy,Crime Action & Adventure,Sci-Fi Adventure,Crime Films,Action,Crime Action,Futuristic Sci-Fi",English,Movie,2.2,R,6.7,29.0,38.0,2004-06-11
7325,"Drama, Sci-Fi, Thriller","Reality TV,Reality, Variety & Talk Shows,Competition Reality TV,US TV Shows",English,Series,1.8,PG-13,5.3,15.0,43.0,2017-04-28
7326,"Drama, Sci-Fi, Thriller","Sci-Fi Thrillers,Dramas,Thrillers,Psychological Thrillers,Sci-Fi & Fantasy,Social Issue Dramas,Dramas based on a book,Sci-Fi Dramas,Movies Based on Books",English,Movie,1.8,PG-13,5.3,15.0,43.0,2017-04-28
7329,"Comedy, Romance","Comedies,Slapstick Comedies,Classic Films,Classic Comedies,Silent Films","None, English",Movie,4.5,Passed,8.1,96.0,90.0,1928-01-29
7333,"Crime, Drama, Mystery, Thriller","Courtroom Dramas,Crime Thrillers,Psychological Thrillers,International Thrillers,Mysteries,Asian Movies,Crime Dramas,Dramas,Thrillers,International Dramas,International Movies,Korean Films",English,Movie,3.5,PG-13,6.8,78.0,65.0,1994-07-20
7335,Comedy,"Korean Movies,Horror Movies,Mysteries",French,Movie,3.8,R,7.0,85.0,72.0,2001-08-10
7336,"Action, Horror, Sci-Fi, Thriller","Action & Adventure,Blockbuster Action & Adventure,Sci-Fi & Fantasy,Action Thrillers,Blockbuster Sci-Fi & Fantasy,Action Sci-Fi & Fantasy,Sci-Fi Thrillers","English, Mandarin, German",Movie,1.9,PG-13,5.5,20.0,37.0,2018-02-04
7338,"Comedy, Drama, Fantasy","Independent Dramas,Dramas,Independent Films,Independent Comedies,Comedies,Fantasy,Sci-Fi & Fantasy","English, Yiddish",Movie,1.5,PG-13,5.8,10.0,23.0,2015-03-13
7341,"Action, Thriller","Action Thrillers,Action & Adventure,Crime Action & Adventure,Crime Movies","Hebrew, English, Spanish",Movie,1.3,PG-13,4.9,4.0,22.0,2012-09-07
7342,"Action, Crime, Horror, Thriller","TV Horror,TV Thrillers,Thai TV Shows",English,Series,2.0,R,6.4,29.0,29.0,2009-07-31
7343,Drama,"Dramas based on a book,Dramas,Social Issue Dramas,Dramas based on contemporary literature,Dramas,Social Issue Dramas,Dramas based on contemporary literature,Dramas based on a book,Tearjerkers,Movies Based on Books,Classic Dramas,Classic Movies",English,Movie,4.0,PG-13,7.8,81.0,78.0,1986-02-07
7344,"Action, Adventure, Drama, History, Thriller","Dramas,Belgian Movies,International Thrillers,Thrillers,Movies Based on Books,Military Dramas,International Dramas","English, Russian",Movie,3.2,PG-13,6.6,69.0,55.0,2019-06-21
